:START_ID(Author_Address),:END_ID(Author_Address),:TYPE
有机光电子与分子工程教育部重点实验室清华大学化学系,有机光电子与分子工程教育部重点实验室 清华大学化学系,ALIAS_OF
山东大学空间科学研究院光学天文和日地空间环境山东省重点实验室,山东大学空间与物理学院山东省光学天文与日地空间环境重点实验室,ALIAS_OF
江西省南昌市红谷滩新区学府大道999号,江西省南昌市东湖区红谷滩新区学府大道999号,ALIAS_OF
山西大学科学技术哲学研究中心、哲学学院,山西大学哲学学院,ALIAS_OF
浙江科技学院生物与化学工程学院,浙江科技大学生物与化学工程学院,ALIAS_OF
上海大学智能哲学与文化研究院,上海大学哲学系暨智能哲学与文化研究院,ALIAS_OF
温州大学数理学院数学系,温州大学数理学院,ALIAS_OF
军事医学研究院微生物流行病研究所,中国人民解放军军事科学院军事医学研究院微生物流行病研究所,ALIAS_OF
四川省绵阳市涪城区青龙大道中段59号,四川省绵阳市涪城区青龙大道59号,ALIAS_OF
化学工程联合国家重点实验室天津大学化工学院,化学工程联合国家重点实验室(天津大学),ALIAS_OF
山东省中医院脊柱脊髓科,山东中医药大学附属医院脊柱脊髓科,ALIAS_OF
唐山市工人医院心内五科,唐山市工人医院心内科,ALIAS_OF
郑州大学河南省先进技术研究院,郑州大学河南先进技术研究院,ALIAS_OF
北京大学第一医院麻醉科,北京大学第一医院麻醉与重症医学科,ALIAS_OF
陕西省资源生物重点实验室(陕西理工大学),陕西理工大学生物科学与工程学院陕西省资源生物重点实验室,ALIAS_OF
湖南农业大学动物科学技术学院,湖南农业大学动物医学院,ALIAS_OF
解放军联勤保障部队大连康复疗养中心,联勤保障部队大连康复疗养中心,ALIAS_OF
新疆大学煤炭清洁转化与化工过程重点实验室,新疆大学煤炭清洁转化与化工过程自治区重点实验室,ALIAS_OF
广东省深圳市龙岗区龙翔大道2001号,广东省深圳市龙岗区龙城街道龙翔大道2001号,ALIAS_OF
山东第一医科大学附属山东省立医院医学影像科,山东第一医科大学附属中心医院影像科,ALIAS_OF
陕西省西安市西安经济技术开发区泾渭工业园西金路西段15号,陕西省西安市经济技术开发区泾渭工业园西金路西段15号,ALIAS_OF
江苏省南京市鼓楼区西康路一号,江苏省南京市鼓楼区西康路1号,ALIAS_OF
北京师范大学地理科学学部地理学院,北京师范大学地理科学学部,ALIAS_OF
山东大学齐鲁医学院公共卫生学院流行病学系,山东大学公共卫生学院流行病学系,ALIAS_OF
中国科学院基础医学与肿瘤研究所中国科学院大学附属肿瘤医院(浙江省肿瘤医院),中国科学院大学附属肿瘤医院(浙江省肿瘤医院),ALIAS_OF
农业农村部农业信息获取技术重点实验室,中国农业大学农业农村部农业信息获取技术重点实验室,ALIAS_OF
农业农村部农产品质量安全风险评估实验室,农业农村部农产品加工质量安全风险评估实验室,ALIAS_OF
东南大学东部战区总医院心胸外科,东部战区总医院心胸外科,ALIAS_OF
北京大学物理学院物理学系,北京大学物理学院,ALIAS_OF
广州中医药大学第二附属医院省部共建中医湿证国家重点实验室,广州中医药大学第二临床医学院(广东省中医院)省部共建中医湿证国家重点实验室,ALIAS_OF
广东省深圳市华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋2701,广东省深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋2701,ALIAS_OF
安徽省马鞍山市花山区湖东路59号,安徽省马鞍山市湖东中路59号,ALIAS_OF
美国北卡罗莱那州,美国北卡罗来纳州,ALIAS_OF
广东省深圳市南山区西丽深圳大学城学苑大道1068号,广东省深圳市南山区深圳大学城学苑大道1068号,ALIAS_OF
重庆理工大学汽车零部件先进制造技术教育部重点实验室,汽车零部件先进制造技术教育部重点实验室(重庆理工大学),ALIAS_OF
浙江大学流体传动及控制国家重点实验室,浙江大学机械工程学院流体动力基础件与机电系统全国重点实验室,ALIAS_OF
德国海德尔堡,德国海德堡,ALIAS_OF
厦门大学生命科学学院国家传染病诊断试剂与疫苗工程技术研究中心,厦门大学国家传染病诊断试剂与疫苗工程技术研究中心,ALIAS_OF
江苏省无锡市锡山经济开发区芙蓉中三路99号,江苏省无锡市锡山区锡山经济开发区芙蓉中三路99号,ALIAS_OF
南京市第一医院(南京医科大学附属南京医院)药学部,南京市第一医院药学部,ALIAS_OF
广东省广州市沿江路151号,广东省广州市越秀区沿江路151号,ALIAS_OF
长春中医药大学附属医院,长春中医药大学第一附属医院,ALIAS_OF
国家合成生物技术创新中心,国家合成生物学技术创新中心,ALIAS_OF
国家癌症中心国家肿瘤临床医学研究中心中国医学科学院北京协和医学院肿瘤医院胸外科,中国医学科学院肿瘤医院国家癌症中心胸外科,ALIAS_OF
中国科学技术大学化学与材料科学学院合肥微尺度物质科学国家实验室,合肥微尺度物质科学国家实验室,ALIAS_OF
河南理工大学机械工程学院,河南理工大学机械与动力工程学院,ALIAS_OF
航天飞行动力学技术重点实验室,航天飞行动力学技术国家级重点实验室,ALIAS_OF
中国上海市针灸经络研究所,上海市针灸经络研究所,ALIAS_OF
黑龙江省哈尔滨市西大直街92号,黑龙江省哈尔滨市南岗区西大直街92号,ALIAS_OF
天津医科大学肿瘤医院国家肿瘤临床医学研究中心天津市“肿瘤防治”重点实验室天津市恶性肿瘤临床医学研究中心,天津医科大学肿瘤医院(国家恶性肿瘤临床医学研究中心),ALIAS_OF
鲁东大学化学与材料学院,鲁东大学化学与材料科学学院,ALIAS_OF
 (IQAR),del Río,ALIAS_OF
河南省郑州市高新区科学大道100号,河南省郑州市中原区高新技术开发区科学大道100号,ALIAS_OF
澳门大学人文学院中国语言文学系,澳门大学中国语言文学系,ALIAS_OF
吉林大学化学科学学院 超分子结构与材料教育部重点实验室,吉林大学超分子结构与材料国家重点实验室,ALIAS_OF
甘肃省循证医学重点实验室,甘肃省循证医学与临床转化重点实验室,ALIAS_OF
内蒙古农业大学乳品生物技术与工程教育部重点实验室农业农村部奶制品加工重点实验室内蒙古自治区乳品生物技术与工程重点实验室乳酸菌与发酵乳制品省部共建协同创新中心,内蒙古农业大学乳品生物技术与工程教育部重点实验室,ALIAS_OF
环境模拟与污染控制国家重点联合实验室,环境模拟与污染控制国家重点实验室,ALIAS_OF
西安交通大学医学部公共卫生学院,西安交通大学公共卫生学院,ALIAS_OF
首都医科大学附属友谊医院药学部,首都医科大学附属北京友谊医院药学部,ALIAS_OF
河南工业大学粮食信息处理与控制重点实验室,河南工业大学粮食信息处理与控制教育部重点实验室,ALIAS_OF
内蒙古自治区呼和浩特市新城区爱民路(北)49号,内蒙古自治区呼和浩特市新城区爱民街49号,ALIAS_OF
华中农业大学动物医学院农业微生物学国家重点实验室,华中农业大学农业微生物资源发掘与利用全国重点实验室,ALIAS_OF
哈尔滨工业大学应用物理系 哈尔滨,哈尔滨工业大学应用物理系,ALIAS_OF
甘肃林业职业技术学院,甘肃林业职业技术大学,ALIAS_OF
厦门大学化学化工学院固体表面物理化学国家重点实验室 厦门,厦门大学固体表面物理化学国家重点实验室,ALIAS_OF
陕西省西安市金花南路19号,陕西省西安市新城区金花南路19号,ALIAS_OF
江苏省扬州市邗江区大学南路88号,江苏省扬州市大学南路88号,ALIAS_OF
华中农业大学农业微生物国家重点实验室,华中农业大学农业微生物资源发掘与利用全国重点实验室,ALIAS_OF
江苏省南通市高新区新世纪大道266号江海智汇园C4楼,江苏省南通市南通高新技术产业开发区新世纪大道266号江海智汇园D9栋,ALIAS_OF
CAS Key Laboratory of Standardization and Measurement for Nanotechnology CAS Center for Excellence in Nanoscience National Center for Nanoscience and Technology (NCNST) Beijing China,National Center for Nanoscience and Technology,ALIAS_OF
河北大学河北省机器学习与计算智能重点实验室,河北大学河北省机器学习与智能计算重点实验室,ALIAS_OF
华东师范大学化学系上海市绿色化学与化工过程绿色化重点实验室,华东师范大学化学与分子工程学院上海市绿色化学与化工过程绿色化重点实验室,ALIAS_OF
湖北省中医院老年病科,湖北省中医药研究院老年病科,ALIAS_OF
北京大学化学与分子工程学院纳米科技中心,北京大学化学与分子工程学院!纳米科学与技术研究中心,ALIAS_OF
湖北省宜昌市西陵区胜利三路58号,湖北省宜昌市胜利三路58号,ALIAS_OF
复旦大学附属妇产科医院研究所,复旦大学附属妇产科医院,ALIAS_OF
陕西省西安市雁塔区丈八东路18号西北勘测设计研究院,陕西省西安市丈八东路18号西北勘测设计研究院,ALIAS_OF
哈尔滨工业大学〈深圳〉机电工程与自动化学院,哈尔滨工业大学(深圳)机电工程与自动化学院,ALIAS_OF
广东工业大学广东省计算机集成制造重点实验室,广东工业大学广东省计算机集成制造系统重点实验室,ALIAS_OF
广东省医学影像智能分析与应用实验室,广东省医学影像智能分析与应用重点实验室,ALIAS_OF
美国中文教师学会,美国中文教学学会,ALIAS_OF
航天员科研训练中心,中国航天员科研训练中心,ALIAS_OF
陕西省西安市咸宁路28号,陕西省西安市咸宁西路28号,ALIAS_OF
农业部西北植物营养与农业环境重点实验室,农业农村部西北植物营养与农业环境重点实验室,ALIAS_OF
宝鸡文理学院陕西省机器人关键零部件先进制造与评估省市共建重点实验室,陕西省机器人关键零部件先进制造与评估省市共建重点实验室,ALIAS_OF
北京协和医学院中国医学科学院病原生物学研究所,中国医学科学院北京协和医学院病原生物学研究所,ALIAS_OF
江西科技师范大学药学院江西省药物分子设计与评价重点实验室,江西省药物分子设计与评价重点实验室江西科技师范大学药学院,ALIAS_OF
吉林大学化学学院超分子结构与材料国家重点实验室,吉林大学超分子结构与材料国家重点实验室,ALIAS_OF
赤峰学院基础医学院生理学教研室,赤峰学院医学部基础医学院生理学教研室,ALIAS_OF
中国科学院兰州化学物理研究所!固体润滑国家重点研究实验,中国科学院兰州化学物理研究所固体润滑国家重点实验室,ALIAS_OF
西安交通大学附属第一医院,西安交通大学第一附属医院,ALIAS_OF
北京师范大学发展心理研究院,北京师范大学发展心理研究所,ALIAS_OF
北京大学第三医院普通外科,北京大学第三医院普外科,ALIAS_OF
华东理工大学生物工程学院生物反应器工程国家重点实验室,华东理工大学生物反应器工程国家重点实验室,ALIAS_OF
湖南文理学院物理与电子科学系 湖南,湖南文理学院物理与电子科学系,ALIAS_OF
华中科技大学同济药学院,华中科技大学同济医学院药学院,ALIAS_OF
农业部水产品贮藏保鲜质量安全风险评估实验室(上海),农业农村部水产品贮藏保鲜质量安全风险评估实验室(上海),ALIAS_OF
中北大学电子测试技术国防科技重点实验室,中北大学电子测试技术国家重点实验室,ALIAS_OF
江苏省徐州市鼓楼区襄王路1号,江苏省徐州市鼓楼区襄王南路1号,ALIAS_OF
解放军总医院第一医学中心康复医学科,中国人民解放军总医院第一医学中心康复医学科,ALIAS_OF
合肥工业大学化工学院,合肥工业大学化学与化工学院,ALIAS_OF
安徽理工大学理学院,安徽理工大学,ALIAS_OF
安徽医科大学第二附属医院中医科,安徽医科大学第二附属医院,ALIAS_OF
天津市宇航智能装备技术企业重点实验室,天津市宇航智能装备企业重点实验室天津航天机电设备研究所,ALIAS_OF
河北师范大学化学系,河北师范大学化学学院,ALIAS_OF
中国人民大学数字人文研究院,中国人民大学数字人文研究中心,ALIAS_OF
南京航空航天大学直升机动力学全国重点实验室,南京航空航天大学直升机传动技术重点实验室,ALIAS_OF
上海市浦东新区海港大道1550号,上海市浦东新区临港新城海港大道1550号,ALIAS_OF
重庆大学山地城镇建设与新技术教育部重点实验室,山地城镇建设与新技术教育部重点实验室(重庆大学),ALIAS_OF
中国医学科学院北京协和医学院肿瘤医院综合内科,中国医学科学院北京协和医学院肿瘤医院,ALIAS_OF
中国科学院空天信息创新研究院传感技术国家重点实验室,中国科学院空天信息创新研究院传感器技术国家重点实验室,ALIAS_OF
华东师范大学上海核心数学与实践重点实验室,华东师范大学上海市核心数学与实践重点实验室,ALIAS_OF
北京交通大学计算机科学系,北京交通大学计算机与信息技术学院,ALIAS_OF
中国航天科技集团公司北京卫星制造厂,中国空间技术研究院北京卫星制造厂有限公司,ALIAS_OF
中国台湾台北市南港区研究院路二段128号,中国台湾台北市南港区研究院路2段128号,ALIAS_OF
省部共建中医湿证国家重点实验室广州中医药大学第二附属医院,广州中医药大学第二临床医学院(广东省中医院)省部共建中医湿证国家重点实验室,ALIAS_OF
北京中医药大学东直门医院脑病科三区,北京中医药大学东直门医院脑病三科,ALIAS_OF
山东省济南市高新区浪潮路1036号,山东省济南市高新区浪潮路1036号S02号楼,ALIAS_OF
长江大学动物科学技术学院,长江大学动物科学学院,ALIAS_OF
美国普渡大学韦恩堡校区数学系,普渡大学韦恩堡校区数学系,ALIAS_OF
哈尔滨黑土地地球关键带野外科学观测研究站,自然资源部哈尔滨黑土地地球关键带野外科学观测研究站,ALIAS_OF
南京航空航天大学材料科学与工程学院,南京航空航天大学材料科学与技术学院,ALIAS_OF
上海大学智能哲学和文化研究院,上海大学哲学系暨智能哲学与文化研究院,ALIAS_OF
宁夏常见传染病防治重点实验室,宁夏常见传染病重点实验室,ALIAS_OF
上海交通大学附属第六人民医院风湿免疫科,上海交通大学医学院附属第六人民医院风湿免疫科,ALIAS_OF
北京分子科学国家研究中心北京大学化学与分子工程学院高分子化学与物理教育部重点实验室,北京大学化学与分子工程学院,ALIAS_OF
内蒙古医科大学附属医院影像诊断科,内蒙古医科大学附属医院影像科,ALIAS_OF
上海市浦东新区自由贸易试验区芳春路400号1幢3层301-569室,上海市浦东新区中国(上海)自由贸易试验区芳春路400号1幢3层,ALIAS_OF
上海交通大学医学院附属瑞金医院肾脏内科,上海交通大学医学院附属瑞金医院肾内科,ALIAS_OF
复旦大学国家卫生健康委员会卫生技术评估重点实验室,国家卫生健康委员会卫生技术评估重点实验室(复旦大学),ALIAS_OF
华中科技大学能源与动力工程学院煤燃烧国家重点实验室,华中科技大学煤燃烧国家重点实验室,ALIAS_OF
中国地质调查局土地质量地球化学调查评价研究中心,中国地质调查局土地质量地球化学调查研究中心,ALIAS_OF
安徽省马鞍山市湖东路59号,安徽省马鞍山市湖东中路59号,ALIAS_OF
西北工业大学陕西省机电传动与控制工程实验室,西北工业大学机电学院陕西省机电传动与控制工程实验室,ALIAS_OF
中国科学院空天信息创新研究院中国科学院定量遥感信息技术重点实验室,中国科学院空天信息创新研究院定量遥感信息技术重点实验室,ALIAS_OF
湖北省武汉市武昌区东湖南路7号,湖北省武汉市东湖南路7号,ALIAS_OF
南开大学新一代人工智能发展战略研究院,南开大学中国新一代人工智能发展战略研究院,ALIAS_OF
中国科学院天津工业生物技术研究所中国科学院系统微生物工程重点实验室,中国科学院天津工业生物技术研究所系统微生物工程重点实验室,ALIAS_OF
结构化学国家重点实验室 中国科学院福建物质结构研究所,福建物质结构研究所结构化学国家重点实验室,ALIAS_OF
Sun Yat-sen University,Sun Yat-Sen University,ALIAS_OF
北京市昌平区回龙观镇北农路7号科技综合楼一层C0102-3(昌平示范园),北京市昌平区回龙观镇北农路7号科技综合楼A0928室(昌平示范园),ALIAS_OF
梧州学院电子与信息工程学院,梧州学院信息与电子工程学院,ALIAS_OF
Elettra–Sincrotrone Trieste S,Elettra - Sincrotrone Trieste,ALIAS_OF
福建中医药大学附属厦门市中医院,福建中医药大学附属厦门中医院,ALIAS_OF
国家中医针灸临床研究中心,国家中医针灸临床医学研究中心,ALIAS_OF
重庆市疾病与预防控制中心慢性病预防控制所,重庆市疾病预防控制中心慢性病预防控制所,ALIAS_OF
贵州财经大学数统与统计学院,贵州财经大学数学与统计学院,ALIAS_OF
复旦大学附属肿瘤医院肿瘤预防部复旦大学上海医学院肿瘤学系,复旦大学上海医学院肿瘤学系,ALIAS_OF
吉林大学化学系 长春,吉林大学化学学院 长春,ALIAS_OF
江苏省血吸虫病防治研究所国家卫生健康委员会寄生虫病预防与控制技术重点实验室江苏省寄生虫与媒介控制技术重点实验室,国家卫生健康委员会寄生虫病预防与控制技术重点实验室江苏省寄生虫与媒介控制技术重点实验室江苏省血吸虫病防治研究所,ALIAS_OF
中国空间技术研究院钱学森空间技术实验室,中国空间技术研究院钱学森实验室,ALIAS_OF
安徽工业大学冶金减排与资源综合利用教育部重点实验室,安徽工业大学冶金减排与资源利用教育部重点实验室,ALIAS_OF
北京航空航天大学前沿科学技术创新研究院,北京航空航天大学前沿科学创新研究院,ALIAS_OF
中国科学院国家空间科学中心天气学国家重点实验室,中国科学院国家空间科学中心空间天气学国家重点实验室,ALIAS_OF
湖北省孝感市北京路52号,湖北省孝感市北京路50号,ALIAS_OF
空军工程大学航空等离子体动力学国家级实验室,空军工程大学等离子体动力学重点实验室,ALIAS_OF
安徽省淮北市相山区东山路100号,安徽省淮北市东山路100号,ALIAS_OF
青岛市即墨区人民医院妇科,山东省青岛市即墨区人民医院妇科,ALIAS_OF
云南大学物理天文学院,云南大学物理与天文学院,ALIAS_OF
首都医科大学附属朝阳医院麻醉科,首都医科大学附属北京朝阳医院麻醉科,ALIAS_OF
农业微生物资源发掘与利用重点实验室,农业微生物资源发掘与利用全国重点实验室,ALIAS_OF
山西大学光电研究所量子光学与光量子器件国家重点实验室,量子光学与光量子器件国家重点实验室(山西大学),ALIAS_OF
山东大学环境与社会考古学国际联合实验室,山东大学环境与社会考古国际合作联合实验室,ALIAS_OF
河北省石家庄市长安区北二环东路17号,河北省石家庄市北二环东路17号,ALIAS_OF
中国海洋大学信息科学与工程学院,中国海洋大学信息科学与工程学部,ALIAS_OF
江苏省无锡市钱荣路20号,江苏省无锡市滨湖区钱荣路20号,ALIAS_OF
广西农垦永新畜牧集团西江公司,广西农垦永新畜牧集团西江有限公司,ALIAS_OF
湖南省长沙市新韶东路398号,湖南省长沙市天心区新韶东路398号,ALIAS_OF
北京大学心血管研究所,北京大学人民医院心血管疾病研究所,ALIAS_OF
湖南省衡阳市常胜西路28号,湖南省衡阳市蒸湘区常胜西路28号,ALIAS_OF
天津大学化工学院1 天津,天津大学化工学院,ALIAS_OF
广东省广州市天河区五山路白石岗,广东省广州市天河区五山白石岗,ALIAS_OF
上海海洋大学农业部淡水种质资源重点实验室,上海海洋大学农业农村部淡水水产种质资源重点实验室,ALIAS_OF
湘潭大学法学院,湘潭大学法学学部,ALIAS_OF
空军军医大学基础医学院学员队,空军军医大学基础医学院学员旅,ALIAS_OF
郑州轻工业学院电气信息工程学院,郑州轻工业大学电气信息工程学院,ALIAS_OF
青藏高原地球系统与资源环境国家重点实验室,青藏高原地球系统与资源环境全国重点实验室,ALIAS_OF
重庆市畜牧推广总站,重庆市畜牧技术推广总站,ALIAS_OF
湖南大学化学化工学院化学生物传感与计量学国家重点实验室,湖南大学化学传感与计量国家重点实验室,ALIAS_OF
北京北京大学公共卫生学院全球卫生学系,北京大学公共卫生学院全球卫生学系,ALIAS_OF
中国科学院兰州化学物理研究所 固体润滑国家重点实验室,中国科学院兰州化学物理研究所固体润滑国家重点实验室,ALIAS_OF
中国科学院微生物研究所植物基因组学国家重点实验室(微生物),中国科学院微生物研究所植物基因组学国家重点实验室,ALIAS_OF
江苏省南京市玄武区孝陵卫街道孝陵卫街200号,江苏省南京市孝陵卫200号,ALIAS_OF
辽宁中医药大学辽宁中医药大学附属医院,辽宁中医药大学附属医院,ALIAS_OF
农业农村部农业信息服务技术重点实验室,中国农业大学农业农村部农业信息获取技术重点实验室,ALIAS_OF
军事科学院军事医学研究院卫生勤务与血液研究所干细胞与再生医学研究室,军事科学院军事医学研究院卫生勤务与血液研究所干细胞与再生医学实验室,ALIAS_OF
煤与煤层气共采国家重点实验室,中北大学煤与煤层气共采全国重点实验室,ALIAS_OF
School of Materials Science and Engineering Northwestern Polytechnical University Xi'an China,School of Materials Science Northwestern Polytechnical University Xi'an CN China,ALIAS_OF
中南林业科技大学计算机与数学学院,中南林业科技大学计算机与信息工程学院,ALIAS_OF
上海市浦东新区自由贸易试验区法拉第路249号7幢第二层西楼面,上海市浦东新区中国(上海)自由贸易试验区法拉第路249号7幢底层西侧楼面,ALIAS_OF
广西医疗卫生重点学科突发急性传染性疾病防制学科,广西壮族自治区医疗卫生重点学科突发急性传染性疾病防制学科,ALIAS_OF
传染病溯源预警与智能决策全国重点实验室,中国疾病预防控制中心传染病溯源预警与智能决策全国重点实验室,ALIAS_OF
宁夏医科大学公共卫生学院,宁夏医科大学公共卫生与管理学院,ALIAS_OF
四川大学高分子研究所高分子材料国家重点实验室,四川大学高分子材料工程国家重点实验室,ALIAS_OF
口腔疾病研究国家重点实验室国家口腔疾病临床医学研究中心四川大学华西口腔医院牙体牙髓病科,口腔疾病研究国家重点实验室国家口腔疾病临床医学研究中心四川大学华西口腔医学院,ALIAS_OF
北京大学医学部病原生物学系,北京大学医学部基础医学院病原生物学系,ALIAS_OF
中国医学科学院北京协和医院护理学院,中国医学科学院北京协和医学院护理学院,ALIAS_OF
空军军医大学卫生统计教研室,中国人民解放军空军军医大学预防医学系卫生统计教研室,ALIAS_OF
西北工业大学理学院应用化学系,西北工业大学应用化学系,ALIAS_OF
浙江省杭州市富阳区教育发展研究中心,杭州市富阳区教育发展研究中心,ALIAS_OF
山西省太原市小店区坞城路92号,山西省太原市坞城路92号,ALIAS_OF
陕西省西安市雁塔区航天基地飞天路289号,陕西省西安市航天基地航天西路289号,ALIAS_OF
加拿大不列颠哥伦比亚省温哥华,加拿大不列颠哥伦比亚省温哥华市,ALIAS_OF
北京大学口腔医院正畸科,北京大学口腔医学院口腔医院正畸科,ALIAS_OF
机械科学研究总院江苏分院有限公司,中国机械总院集团江苏分院有限公司,ALIAS_OF
江苏省南京市江宁区经济技术开发区苏源大道66号,江苏省南京市江宁区江宁经济技术开发区苏源大道66号,ALIAS_OF
重庆医科大学公共卫生学院,重庆医科大学公共卫生与管理学院,ALIAS_OF
中国社会科学院文学所马克思主义文艺与文化批评研究中心,中国社会科学院文学研究所马克思主义文艺与文化批评研究中心,ALIAS_OF
中国核工业集团有限公司科技委员会,中国核工业集团有限公司科技委,ALIAS_OF
中国科学技术大学材料科学与工程系,中国科学技术大学材料科学与工程学院,ALIAS_OF
电子科技大学医学院个体化药物治疗四川省重点实验室,四川省人民医院药学部个体化药物治疗四川省重点实验室电子科技大学医学院,ALIAS_OF
宁波大学附属人民医院,宁波大学医学院附属医院,ALIAS_OF
河北北方学院研究生院,河北北方学院研究生学院,ALIAS_OF
湖北省肿瘤医院放疗科,湖北省肿瘤医院放疗中心,ALIAS_OF
常州市第一中学,江苏省常州市第一中学,ALIAS_OF
江苏省大气环境与设备技术协同创新中心,江苏省大气环境与装备技术协同创新中心,ALIAS_OF
清华大学-北京大学生命科学联合中心,北大-清华生命科学联合中心,ALIAS_OF
闵行区华漕社区卫生服务中心,上海市闵行区华漕社区卫生服务中心,ALIAS_OF
内江市疾病预防控制中心,内江市市中区疾病预防控制中心,ALIAS_OF
北京医院国家老年医学中心中国医学科学院老年医学研究院老年医学科,北京医院国家老年医学中心中国医学科学院老年医学研究院,ALIAS_OF
西北工业大学机电学院工业工程系,西北工业大学机电学院,ALIAS_OF
江苏省常州市武进区滆湖中路21号,江苏省常州市武进区湖塘镇滆湖中路21号,ALIAS_OF
Sayo‐cho,Sayo-cho,ALIAS_OF
西安交通大学第一附属医院陕西省再生医学与外科工程研究中心精准外科与再生医学国家地方联合工程研究中心,西安交通大学第一附属医院精准外科与再生医学国家地方联合工程研究中心,ALIAS_OF
中山大学化学系,中山大学化学与化学工程学院,ALIAS_OF
南京中医药大学附属南京中医院,南京中医药大学附属南京市中医院,ALIAS_OF
中山大学大气科学学院行星环境与宜居性研究实验室(PEARL),中山大学大气科学学院行星环境与宜居性研究实验室,ALIAS_OF
武汉理工大学材料复合新技术国家重点实验室 湖北武汉,武汉理工大学材料复合新技术国家重点实验室,ALIAS_OF
云南省昆明市茭菱路935号,云南省昆明市五华区茭菱路935号,ALIAS_OF
广东省深圳市前海深港合作区前湾一路鲤鱼门街一号前海深港合作区管理局综合办公楼A栋201室(入驻深圳市前海商务秘书有限公司),广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),ALIAS_OF
安徽工程大学化学环境与工程学院,安徽工程大学化学与环境工程学院,ALIAS_OF
中国运载火箭技术研究院空间物理重点试验室,中国运载火箭技术研究院空间物理重点实验室,ALIAS_OF
济宁医学院临床学院,济宁医学院临床医学院,ALIAS_OF
中国医学科学院医学生物研究所,中国医学科学院医学生物学研究所,ALIAS_OF
青岛大学纤维新材料与现代纺织实验室多功能材料研究所 青岛,青岛大学纤维新材料与现代纺织实验室多功能材料研究所,ALIAS_OF
河北省石家庄市人民医院健康管理中心,河北省石家庄市人民医院健康事业管理部,ALIAS_OF
河北省石家庄市新华区和平西路215号,河北省石家庄市和平西路215号,ALIAS_OF
天津市现代中医理论创新转化重点实验室,天津市中医理论创新转化重点实验室,ALIAS_OF
Elettra - Sincrotrone Trieste S,Elettra - Sincrotrone Trieste,ALIAS_OF
四川大学化学工程学院 四川成都,四川大学化学工程学院,ALIAS_OF
北京理工大学生命学院,北京理工大学生命科学学院,ALIAS_OF
陆军军医大学药学与检验医学系微生物与生化药学教研暨国家免疫生物制品工程技术研究中心,陆军军医大学药学与检验医学系微生物与生化药学教研室暨国家免疫生物制品工程技术研究中心,ALIAS_OF
甘肃省中医药大学第一临床医学院,甘肃中医药大学第一临床医学院,ALIAS_OF
北京市大兴区经济技术开发区瑞合西二路7号院1号楼1层101,北京市大兴区北京经济技术开发区瑞合西二路7号院1号楼1层101,ALIAS_OF
同济大学附属上海市肺科医院肿瘤科,同济大学医学院附属上海市肺科医院肿瘤科,ALIAS_OF
遵义医科大学口腔医学院贵州省普通高等学校口腔疾病研究特色重点实验室&遵义市口腔疾病研究重点实验室,贵州省普通高等学校口腔疾病研究特色重点实验室暨遵义市口腔疾病研究重点实验室,ALIAS_OF
山东中医药高等专科学校中药系,山东中医药高等专科学校,ALIAS_OF
四川大学华西口腔医院,四川大学华西口腔医学院,ALIAS_OF
江苏省苏州市中国(江苏)自由贸易试验区苏州片区苏州工业园区星湖街328号创意产业园A1负一层-001单元,江苏省苏州市中国(江苏)自由贸易试验区苏州片区苏州工业园区星湖街328号创意产业园10-1F,ALIAS_OF
复旦大学公共卫生学院流行病学教研室公共卫生安全教育部重点实验室,复旦大学公共卫生学院流行病学教研室-公共卫生安全教育部重点实验室,ALIAS_OF
蚌埠医学院检验医学院临床检验诊断学教研室,蚌埠医学院检验医学院,ALIAS_OF
大连理工大学力学与航空航天学院工业装备结构分析优化与CAE软件全国重点实验室,大连理工大学工业装备结构分析优化与CAE软件全国重点实验室,ALIAS_OF
流体动力与电液智能控制福建省高校重点实验室(福州大学),流体动力与电液智能控制福建省高校重点实验室,ALIAS_OF
安徽省合肥市经济技术开发区紫云路123号,安徽省合肥市经济开发区紫云路299号,ALIAS_OF
江苏省南京市文苑路9号,江苏省南京市亚东新城区文苑路9号,ALIAS_OF
北京医院心血管内科国家老年医学中心中国医学科学院老年医学研究院,北京医院国家老年医学中心中国医学科学院老年医学研究院心内科,ALIAS_OF
中国科学院地质与地球物理研究所地球与行星物理院重点实验室,中国科学院地球与行星物理重点实验室,ALIAS_OF
陕西省西安市长安区航天基地东长安街504号,陕西省西安市航天基地东长安街504号,ALIAS_OF
辽宁省振动噪声控制专业技术创新中心,辽宁振动噪声控制工程技术研究中心,ALIAS_OF
海南省三亚市崖州湾科技城标准厂房二期三楼C310区,海南省三亚市崖州区崖州湾科技城标准厂房二期三楼C310区,ALIAS_OF
浙江省杭州市杭州经济技术开发区6号大街260号正泰中自科技园12幢,浙江省杭州市杭州经济技术开发区6号大街260号中自科技园12幢,ALIAS_OF
农业部兽用生物制品工程技术重点实验室,农业农村部兽用生物制品与化学药品重点实验室,ALIAS_OF
西南师范大学环境化学研究所!重庆,西南师范大学环境化学研究所 重庆,ALIAS_OF
江西中医药大学中药固体制造技术国家工程研究中心,江西中医药大学中药固体制剂制造技术国家工程研究中心,ALIAS_OF
新乡医学院公共卫生学院公共卫生,新乡医学院公共卫生学院,ALIAS_OF
